,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating
79958,79958,735,354,Stella Barra Pizzeria,(773) 634-4101,60614.0,IL,Chicago,1954 N Halsted St,0,1,1,Stella Barra Pizzeria,(773) 634-4101,60614.0,IL,Chicago,1954 N. Halsted Street,0,1,0
79966,79966,772,354,Riccardo Trattoria,(773) 549-0038,60614.0,IL,Chicago,2119 N Clark St,0,1,0,Stella Barra Pizzeria,(773) 634-4101,60614.0,IL,Chicago,1954 N. Halsted Street,0,1,0
80294,80294,53,265,Panes Bread Cafe,(773) 665-0972,60657.0,IL,Chicago,3002 N Sheffield Ave,1,1,1,Cozy Noodles & Rice,(773) 327-0100,60657.0,IL,Chicago,3456 N Sheffield Avenue,0,1,1
80588,80588,2690,2247,Swan Oyster Depot,(415) 673-1101,94109.0,CA,San Francisco,1517 Polk St,0,1,0,Ar Roi,(415) 771-5146,94109.0,CA,San Francisco,643 Post Street,0,1,0
80857,80857,926,1257,Traif,(347) 844-9578,11211.0,NY,Brooklyn,229 S 4th St,0,0,1,Traif,(347) 844-9578,11211.0,NY,Brooklyn,229 S 4th Street,0,1,1
80966,80966,1525,779,Patrizia’s Pizza and Pasta,(212) 597-9999,10016.0,NY,New York,462-466 2nd Ave,1,1,1,Artisanal Fromagerie & Bistro,(212) 725-8585,10016.0,NY,New York,2 Park Avenue,0,1,0
81080,81080,1029,1399,Pepolino Restaurant,(212) 966-9983,10013.0,NY,New York,281 W Broadway,0,1,1,Sanctuary T,(212) 941-7832,10013.0,NY,New York,337B West Broadway,1,1,1
81082,81082,1234,1399,MAMO Restaurant,(646) 964-4641,10013.0,NY,New York,323 W Broadway,0,1,0,Sanctuary T,(212) 941-7832,10013.0,NY,New York,337B West Broadway,1,1,1
81263,81263,823,1291,Gramercy Tavern,(212) 477-0777,10003.0,NY,New York,42 E 20th St,0,0,0,Degustation,(212) 979-1012,10003.0,NY,New York,239 E 5th Street,0,0,0
81286,81286,1184,1291,Degustation,(212) 979-1012,10003.0,NY,New York,239 E 5th St,0,0,0,Degustation,(212) 979-1012,10003.0,NY,New York,239 E 5th Street,0,0,0
81287,81287,1186,1291,Cha-An,(212) 228-8030,10003.0,NY,New York,230 E 9th St,0,1,0,Degustation,(212) 979-1012,10003.0,NY,New York,239 E 5th Street,0,0,0
81292,81292,1266,1291,ChikaLicious Dessert Bar,(212) 995-9511,10003.0,NY,New York,203 E 10th St,0,0,0,Degustation,(212) 979-1012,10003.0,NY,New York,239 E 5th Street,0,0,0
81350,81350,3044,1760,Terzo,(415) 441-3200,94123.0,CA,San Francisco,3011 Steiner St,0,1,1,The Plant Cafe Organic,(415) 931-2777,94123.0,CA,San Francisco,3352 Steiner Street,1,1,1
81476,81476,550,53,Mike Ditka’s,(312) 587-8989,60611.0,IL,Chicago,100 E Chestnut St,0,1,0,Mike Ditka's - The Tremont,(312) 587-8989,60611.0,IL,Chicago,100 E Chestnut Street,0,1,1
81500,81500,1303,754,Babbo,(212) 777-0303,10011.0,NY,New York,110 Waverly Pl,0,0,0,Babbo,(212) 777-0303,10011.0,NY,New York,110 Waverly Place,0,0,0
81747,81747,29,366,Girl & the Goat,(312) 492-6262,60607.0,IL,Chicago,809 W Randolph St,0,0,1,Grange Hall Burger Bar,(312) 491-0844,60607.0,IL,Chicago,844 W Randolph Street,1,1,1
81757,81757,60,366,Au Cheval,(312) 929-4580,60607.0,IL,Chicago,800 W Randolph S,0,0,0,Grange Hall Burger Bar,(312) 491-0844,60607.0,IL,Chicago,844 W Randolph Street,1,1,1
81762,81762,708,366,Grange Hall Burger Bar,(312) 491-0844,60607.0,IL,Chicago,844 W Randolph St,1,1,1,Grange Hall Burger Bar,(312) 491-0844,60607.0,IL,Chicago,844 W Randolph Street,1,1,1
81764,81764,728,366,Gyu-Kaku Japanese BBQ,(312) 982-2840,60607.0,IL,Chicago,1364 W Randolph St,0,0,0,Grange Hall Burger Bar,(312) 491-0844,60607.0,IL,Chicago,844 W Randolph Street,1,1,1
81772,81772,16,366,J.P. Graziano Grocery Co.,(312) 666-4587,60607.0,IL,Chicago,901 W Randolph St,1,1,1,Grange Hall Burger Bar,(312) 491-0844,60607.0,IL,Chicago,844 W Randolph Street,1,1,1
81889,81889,2702,2009,Leopold’s,(415) 474-2000,94109.0,CA,San Francisco,2400 Polk St,0,0,0,Lemongrass,(415) 346-1818 (415) 929-1183,94109.0,CA,San Francisco,2348 Polk Street,1,1,0
82016,82016,630,482,Bistro Campagne,(773) 271-6100,60625.0,IL,Chicago,4518 N Lincoln Ave,0,1,1,Fork Chicago,(773) 751-1500,60625.0,IL,Chicago,4600 N Lincoln Avenue,0,1,1
82105,82105,58,714,Fatso’s Last Stand,(773) 245-3287,60622.0,IL,Chicago,2258 W Chicago Ave,1,1,1,Habana Libre,(312) 243-3303,60622.0,IL,Chicago,1440 W. Chicago Avenue,1,1,1
82106,82106,62,714,Yuzu Sushi & Robata Grill,(312) 666-4100,60622.0,IL,Chicago,1751 W Chicago Ave,1,1,0,Habana Libre,(312) 243-3303,60622.0,IL,Chicago,1440 W. Chicago Avenue,1,1,1
82110,82110,200,714,Piece Brewery and Pizzeria,(773) 772-4422,60622.0,IL,Chicago,1927 W North Ave,1,1,0,Habana Libre,(312) 243-3303,60622.0,IL,Chicago,1440 W. Chicago Avenue,1,1,1
82239,82239,1180,769,Jean-Georges,(212) 299-3900,10023.0,NY,New York,1 Central Park W,0,0,0,Jean-Georges,(212) 299-3900,10023.0,NY,New York,1 Central Park West,0,0,0
82492,82492,395,324,Chicago q,(312) 642-1160,60610.0,IL,Chicago,1160 N Dearborn St,0,1,1,Hash House a Go Go,(312) 202-0994,60610.0,IL,Chicago,1212 N State Street,1,1,1
82525,82525,779,324,Morton’s The Steakhouse,(312) 266-4820,60610.0,IL,Chicago,1050 N. State St.,0,0,0,Hash House a Go Go,(312) 202-0994,60610.0,IL,Chicago,1212 N State Street,1,1,1
82563,82563,361,529,Revolution Brewing,(773) 227-2739,60647.0,IL,Chicago,2323 N Milwaukee Ave,0,1,0,Fat Rice,(773) 661-9170,60647.0,IL,Chicago,2957 W Diversey Avenue,0,1,0
82570,82570,591,529,Toast,(773) 772-5600,60647.0,IL,Chicago,2046 N Damen Ave,0,1,1,Fat Rice,(773) 661-9170,60647.0,IL,Chicago,2957 W Diversey Avenue,0,1,0
82577,82577,794,529,Fat Rice,(773) 661-9170,60647.0,IL,Chicago,2957 W Diversey Ave,0,0,1,Fat Rice,(773) 661-9170,60647.0,IL,Chicago,2957 W Diversey Avenue,0,1,0
82811,82811,132,690,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611.0,IL,Chicago,100 E Walton St,0,1,1,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611.0,IL,Chicago,1100 E Walton Street Walton Colonnade,0,1,1
82838,82838,721,690,Friends Sushi,(312) 787-8998,60611.0,IL,Chicago,710 N Rush St,1,1,1,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611.0,IL,Chicago,1100 E Walton Street Walton Colonnade,0,1,1
82914,82914,468,407,Glazed & Infused,(312) 226-5556,60611.0,IL,Chicago,30 E Hubbard St,1,1,0,GreenRiver,(312) 337-0101,60611.0,IL,Chicago,259 E Erie Street Northwestern Memorial Hospital,0,1,1
83079,83079,2498,2044,Espetus Brazilian Steak House,(415) 552-8792,94102.0,CA,San Francisco,1686 Market St,0,0,0,Arlequin,(415) 626-1211,94102.0,CA,San Francisco,384 Hayes Street,0,0,1
83115,83115,987,861,Luke’s Lobster,(212) 387-8487,10009.0,NY,New York,93 E 7th St,0,1,0,Luke's Lobster,(212) 387-8487,10009.0,NY,New York,93 E 7th Street,1,1,0
83486,83486,2093,3286,5 Spot,(206) 285-7768,98109.0,WA,Seattle,1502 Queen Anne Ave N,0,1,0,5 Spot,(206) 285-7768,98109.0,WA,Seattle,1502 Queen Anne Avenue North,0,1,0
83489,83489,2176,3286,Sushi Samurai,(206) 766-0298,98109.0,WA,Seattle,1817 Queen Anne Ave N,0,1,1,5 Spot,(206) 285-7768,98109.0,WA,Seattle,1502 Queen Anne Avenue North,0,1,0
83575,83575,2483,1525,State Bird Provisions,(415) 795-1272,94115.0,CA,San Francisco,1529 Fillmore St,0,0,0,State Bird Provisions,(415) 795-1272,94115.0,CA,San Francisco,1529 Fillmore Street,0,1,0
84115,84115,130,130,La Strada Cafe Bar,(708) 627-0403,60647.0,IL,Chicago,2023 N California Ave,0,1,1,Margie's Candies,(773) 348-0400,60647.0,IL,Chicago,1960 N Western Avenue,0,1,0
84127,84127,237,130,Handlebar,(773) 384-9546,60647.0,IL,Chicago,2311 W North Ave,0,1,1,Margie's Candies,(773) 348-0400,60647.0,IL,Chicago,1960 N Western Avenue,0,1,0
84156,84156,427,130,Ground Control,(773) 772-9446,60647.0,IL,Chicago,3315 W Armitage Ave,1,1,1,Margie's Candies,(773) 348-0400,60647.0,IL,Chicago,1960 N Western Avenue,0,1,0
84214,84214,746,130,Cole’s,(773) 276-5802,60647.0,IL,Chicago,2338 N Milwaukee Ave,0,0,0,Margie's Candies,(773) 348-0400,60647.0,IL,Chicago,1960 N Western Avenue,0,1,0
84228,84228,788,130,O’Cha Thai Cuisine,(773) 235-6242,60647.0,IL,Chicago,2062 N Damen Ave,1,1,0,Margie's Candies,(773) 348-0400,60647.0,IL,Chicago,1960 N Western Avenue,0,1,0
84231,84231,796,130,O’s Tap,(773) 342-8945,60647.0,IL,Chicago,2044 N Western Ave,0,0,0,Margie's Candies,(773) 348-0400,60647.0,IL,Chicago,1960 N Western Avenue,0,1,0
84321,84321,251,246,Robert’s Pizza Company,(708) 536-4597,60611.0,IL,Chicago,355 E Ohio St,0,1,0,Gyu-Kaku Japanese BBQ,(312) 266-8929,60611.0,IL,Chicago,210 E Ohio Street,0,0,1
84322,84322,273,246,Shaw’s Crab House,(312) 527-2722,60611.0,IL,Chicago,21 E Hubbard St,0,1,0,Gyu-Kaku Japanese BBQ,(312) 266-8929,60611.0,IL,Chicago,210 E Ohio Street,0,0,1
84325,84325,430,246,Gyu-Kaku Japanese BBQ,(312) 266-8929,60611.0,IL,Chicago,210 E Ohio St,0,1,1,Gyu-Kaku Japanese BBQ,(312) 266-8929,60611.0,IL,Chicago,210 E Ohio Street,0,0,1
84326,84326,431,246,Copper Fox Gastropub,(312) 255-8505,60611.0,IL,Chicago,155 East Ontario St,0,1,0,Gyu-Kaku Japanese BBQ,(312) 266-8929,60611.0,IL,Chicago,210 E Ohio Street,0,0,1
84908,84908,721,5,Friends Sushi,(312) 787-8998,60611.0,IL,Chicago,710 N Rush St,1,1,1,Giordano's,(312) 951-0747,60611.0,IL,Chicago,730 N Rush Street,1,1,1
84930,84930,535,5,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611.0,IL,Chicago,405 N Wabash Ave,1,1,1,Giordano's,(312) 951-0747,60611.0,IL,Chicago,730 N Rush Street,1,1,1
85048,85048,2483,1593,State Bird Provisions,(415) 795-1272,94115.0,CA,San Francisco,1529 Fillmore St,0,0,0,SPQR,(415) 771-7779,94115.0,CA,San Francisco,1911 Fillmore Street,0,1,1
85308,85308,942,893,Aquagrill,(212) 274-0505,10012.0,NY,New York,210 Spring Street,0,1,1,Il Buco Alimentari e Vineria,(212) 837-2622,10012.0,NY,New York,53 Great Jones Street,1,1,1
85561,85561,1562,1290,Bleecker Street Pizza,(212) 924-4466,10014.0,NY,New York,69 7th Ave S,1,1,1,Ayza Wine & Chocolate Bar,(212) 365-2992,10014.0,NY,New York,1 7th Avenue S,0,1,1
85582,85582,286,178,Firecakes,(312) 329-6500,60654.0,IL,Chicago,68 W Hubbard St,0,1,1,Firecakes,(312) 329-6500,60654.0,IL,Chicago,68 West Hubbard Street,1,1,1
85640,85640,731,178,Bow Truss Coffee Roasters River North,(312) 222-1306,60654.0,IL,Chicago,406 N Wells St,0,1,0,Firecakes,(312) 329-6500,60654.0,IL,Chicago,68 West Hubbard Street,1,1,1
85756,85756,2363,3469,Linda’s Tavern,(206) 325-1220,98122.0,WA,Seattle,707 E Pine St,0,1,1,Linda's Tavern,(206) 325-1220,98122.0,WA,Seattle,707 East Pine Street,0,1,1
85910,85910,1127,1258,Xi’an Famous Foods,(212) 786-2068,10003.0,NY,New York,81 St Marks Pl,0,1,0,Xi'an Famous Foods,(212) 786-2068,10003.0,NY,New York,81 Saint Marks Place,0,1,0
85911,85911,1265,1258,Café Orlin,(212) 777-1447,10003.0,NY,New York,41 St Marks Pl,0,1,1,Xi'an Famous Foods,(212) 786-2068,10003.0,NY,New York,81 Saint Marks Place,0,1,0
86055,86055,2737,1800,El Metate Restaurant,(415) 641-7209,94110.0,CA,San Francisco,2406 Bryant St,0,1,1,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86105,86105,2507,1800,Lolinda,(415) 550-6970,94110.0,CA,San Francisco,2518 Mission St,0,0,0,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86125,86125,2604,1800,Delfina,(415) 552-4055,94110.0,CA,San Francisco,3621 18th St,0,1,0,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86134,86134,2638,1800,Range Restaurant,(415) 282-8283,94110.0,CA,San Francisco,842 Valencia St,0,0,0,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86135,86135,2640,1800,La Taqueria,(415) 285-7117,94110.0,CA,San Francisco,2889 Mission St,0,1,1,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86140,86140,2659,1800,Taqueria Cancún,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission St,0,1,0,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86142,86142,2666,1800,Tortas Los Picudos,(415) 824-4199,94110.0,CA,San Francisco,2969 24th St,0,1,0,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86156,86156,2730,1800,Gallardos Mexican Restaurant,(415) 436-9387,94110.0,CA,San Francisco,3248 18th St,0,1,1,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86180,86180,2832,1800,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission St,0,1,0,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86210,86210,2830,1800,Belmar - La Gallinita Meat Market,(415) 826-4600,94110.0,CA,San Francisco,2989 24th St,0,1,0,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86251,86251,3048,1800,La Santaneca,(415) 648-1034,94110.0,CA,San Francisco,3781 Mission St,0,1,0,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86260,86260,3065,1800,Sun Rise Restaurant,(415) 206-1219,94110.0,CA,San Francisco,3126 24th St,0,1,0,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86262,86262,3068,1800,Salumeria,(415) 471-2998,94110.0,CA,San Francisco,3000 20th St,0,1,1,Serrano's Pizza,(415) 695-1615,94110.0,CA,San Francisco,3274 21st Street,1,1,1
86461,86461,2600,1578,Chiotras Grocery,(415) 824-2353,94107.0,CA,San Francisco,858 Rhode Island St,0,1,1,21st Amendment Brewery,(415) 369-0900,94107.0,CA,San Francisco,563 2nd Street,0,1,1
86475,86475,2424,1537,Bowl’D Acai,(415) 770-7000,94103.0,CA,San Francisco,14 Mint Plaza,0,1,1,Blue Bottle,(415) 495-3394,94103.0,CA,San Francisco,66 Mint Street,0,1,0
86484,86484,2616,1537,Blue Bottle Coffee Co,(510) 653-3394,94103.0,CA,San Francisco,66 Mint St,0,1,1,Blue Bottle,(415) 495-3394,94103.0,CA,San Francisco,66 Mint Street,0,1,0
86497,86497,2993,1537,Super Duper Burgers,(415) 538-3437,94103.0,CA,San Francisco,721 Market St,0,1,1,Blue Bottle,(415) 495-3394,94103.0,CA,San Francisco,66 Mint Street,0,1,0
87378,87378,3048,1949,La Santaneca,(415) 648-1034,94110.0,CA,San Francisco,3781 Mission St,0,1,0,Emmy's Spaghetti Shack,(415) 206-2086,94110.0,CA,San Francisco,3230 Mission Street,1,1,0
87390,87390,3050,1949,That’s It Market,(415) 285-9833,94110.0,CA,San Francisco,2699 Mission  St,0,1,0,Emmy's Spaghetti Shack,(415) 206-2086,94110.0,CA,San Francisco,3230 Mission Street,1,1,0
87626,87626,2841,1955,Gamine,(415) 771-7771,94123.0,CA,San Francisco,2223 Union St,0,1,1,Rose's Cafe,(415) 775-2200,94123.0,CA,San Francisco,2298 Union Street,0,1,1
87776,87776,273,41,Shaw’s Crab House,(312) 527-2722,60611.0,IL,Chicago,21 E Hubbard St,0,1,0,Shaw's Crab House,(312) 527-2722,60611.0,IL,Chicago,21 E Hubbard Street,0,1,0
87782,87782,430,41,Gyu-Kaku Japanese BBQ,(312) 266-8929,60611.0,IL,Chicago,210 E Ohio St,0,1,1,Shaw's Crab House,(312) 527-2722,60611.0,IL,Chicago,21 E Hubbard Street,0,1,0
87784,87784,468,41,Glazed & Infused,(312) 226-5556,60611.0,IL,Chicago,30 E Hubbard St,1,1,0,Shaw's Crab House,(312) 527-2722,60611.0,IL,Chicago,21 E Hubbard Street,0,1,0
87819,87819,956,1437,Annisa,(212) 741-6699,10014.0,NY,New York,13 Barrow St,0,0,0,Annisa,(212) 741-6699,10014.0,NY,New York,13 Barrow Street,0,0,0
88016,88016,377,69,Hugo’s Frog Bar & Fish House,(312) 640-0999,60611.0,IL,Chicago,1024 N Rush St,0,1,1,Hugo's Frog Bar & Fish House,(312) 640-0999,60611.0,IL,Chicago,1024 N Rush Street,0,1,1
88019,88019,293,69,Gibsons Bar & Steakhouse,(312) 266-8999,60611.0,IL,Chicago,1028 N Rush St,0,1,1,Hugo's Frog Bar & Fish House,(312) 640-0999,60611.0,IL,Chicago,1024 N Rush Street,0,1,1
88046,88046,721,69,Friends Sushi,(312) 787-8998,60611.0,IL,Chicago,710 N Rush St,1,1,1,Hugo's Frog Bar & Fish House,(312) 640-0999,60611.0,IL,Chicago,1024 N Rush Street,0,1,1
88081,88081,535,69,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611.0,IL,Chicago,405 N Wabash Ave,1,1,1,Hugo's Frog Bar & Fish House,(312) 640-0999,60611.0,IL,Chicago,1024 N Rush Street,0,1,1
88174,88174,2988,2324,Primavera,,94111.0,CA,San Francisco,1 Ferry Plz,0,1,1,Mariposa,(510) 595-0955,94111.0,CA,San Francisco,Ferry Building,0,0,0
88198,88198,1139,827,Del Posto,(212) 497-8090,10011.0,NY,New York,85 10th Ave,0,0,0,Del Posto,(212) 497-8090,10011.0,NY,New York,85 10th Avenue,0,0,0
88252,88252,1127,1018,Xi’an Famous Foods,(212) 786-2068,10003.0,NY,New York,81 St Marks Pl,0,1,0,Cafe Orlin,(212) 777-1447,10003.0,NY,New York,41 St Marks Place,0,1,1
88255,88255,1265,1018,Café Orlin,(212) 777-1447,10003.0,NY,New York,41 St Marks Pl,0,1,1,Cafe Orlin,(212) 777-1447,10003.0,NY,New York,41 St Marks Place,0,1,1
88365,88365,1482,1038,Alta,(212) 505-7777,10011.0,NY,New York,64 W 10th St,0,0,0,Basta Pasta,(212) 366-0888,10011.0,NY,New York,37 W 17th Street,0,1,0
88369,88369,1600,1038,Da Andrea,(212) 367-1979,10011.0,NY,New York,35 W 13th St,1,1,1,Basta Pasta,(212) 366-0888,10011.0,NY,New York,37 W 17th Street,0,1,0
88438,88438,1197,1152,Decoy,(212) 691-9700,10014.0,NY,New York,529 Hudson St,0,0,0,Employees Only,(212) 242-3021,10014.0,NY,New York,510 Hudson Street,0,0,0
88444,88444,1272,1152,Employees Only,(212) 242-3021,10014.0,NY,New York,510 Hudson St,0,0,0,Employees Only,(212) 242-3021,10014.0,NY,New York,510 Hudson Street,0,0,0
88503,88503,2600,2046,Chiotras Grocery,(415) 824-2353,94107.0,CA,San Francisco,858 Rhode Island St,0,1,1,MoMo's,(415) 227-8660,94107.0,CA,San Francisco,760 2nd Street,0,1,1
88848,88848,3042,1764,Samovar Tea Lounge,(415) 227-9400,94103.0,CA,San Francisco,730 Howard St,1,1,1,Samovar Tea Lounge,(415) 227-9400,94103.0,CA,San Francisco,730 Howard Street,0,1,1
89245,89245,1266,1463,ChikaLicious Dessert Bar,(212) 995-9511,10003.0,NY,New York,203 E 10th St,0,0,0,Jimmy's No. 43,(212) 982-3006,10003.0,NY,New York,43 E 7th Street,0,0,0
89521,89521,1562,1045,Bleecker Street Pizza,(212) 924-4466,10014.0,NY,New York,69 7th Ave S,1,1,1,Bleecker Street Pizza,(212) 924-4466,10014.0,NY,New York,69 7th Avenue S,1,1,1
90065,90065,431,380,Copper Fox Gastropub,(312) 255-8505,60611.0,IL,Chicago,155 East Ontario St,0,1,0,Sunny Side Up & Coffee Shop,(312) 930-4242,60611.0,IL,Chicago,42 East Superior Street,0,1,1
90110,90110,190,380,Do-Rite Donuts & Coffee,(312) 344-1374,60611.0,IL,Chicago,233 E Erie St,1,1,1,Sunny Side Up & Coffee Shop,(312) 930-4242,60611.0,IL,Chicago,42 East Superior Street,0,1,1
90234,90234,519,78,Twin Anchors Restaurant & Tavern,(312) 266-1616,60614.0,IL,Chicago,1655 N Sedgwick St,0,1,1,Twin Anchors,(312) 266-1616,60614.0,IL,Chicago,1655 N. Sedgwick Street,0,1,1
90604,90604,1302,789,Clinton Street Baking Company,(646) 602-6263,10002.0,NY,New York,4 Clinton St,1,1,0,Clinton Street Baking Company,(646) 602-6263,10002.0,NY,New York,4 Clinton Street,1,1,0
90679,90679,2833,2298,Golden Boy Pizza,(415) 982-9738,94133.0,CA,San Francisco,542 Green St,0,1,0,New Woey Loy Goey,(415) 399-0733,94133.0,CA,San Francisco,699 Jackson Street,0,1,0
90727,90727,135,30,Lula Cafe,(773) 489-9554,60647.0,IL,Chicago,2537 N Kedzie Blvd,0,1,1,Lula Cafe,(773) 489-9554,60647.0,IL,Chicago,2537 N. Kedzie Boulevard,0,1,1
90837,90837,2332,3276,Shug’s Soda Fountain + Ice Cream,(206) 602-6420,98101.0,WA,Seattle,1525 1st Avenue,0,1,1,Japonessa Sushi Cocina,(206) 971-7979,98101.0,WA,Seattle,1400 1st Avenue,0,1,1
90955,90955,1826,3276,Japonessa,(206) 971-7979,98101.0,WA,Seattle,1400 1st Ave,0,1,1,Japonessa Sushi Cocina,(206) 971-7979,98101.0,WA,Seattle,1400 1st Avenue,0,1,1
91035,91035,467,473,Mon Ami Gabi,(773) 348-8886,60614.0,IL,Chicago,2300 N Lincoln Park W,1,1,1,Stanley's Kitchen and Tap,(312) 642-0007,60614.0,IL,Chicago,1970 N Lincoln Avenue,0,1,0
91040,91040,526,473,Bacino’s of Lincoln Park,(773) 472-7400,60614.0,IL,Chicago,2204 N Lincoln Ave,1,1,0,Stanley's Kitchen and Tap,(312) 642-0007,60614.0,IL,Chicago,1970 N Lincoln Avenue,0,1,0
91057,91057,700,473,North Pond,(773) 477-5845,60614.0,IL,Chicago,2610 N Cannon Dr,0,0,0,Stanley's Kitchen and Tap,(312) 642-0007,60614.0,IL,Chicago,1970 N Lincoln Avenue,0,1,0
91107,91107,2358,3404,Pie Bar Ballard,(206) 535-8489,98107.0,WA,Seattle,2218 NW Market St,0,1,0,Golden Beetle,(206) 706-2977,98107.0,WA,Seattle,1744 NW Market Street,0,1,0
91175,91175,1770,3279,Quinn’s,(206) 325-7711,98122.0,WA,Seattle,1001 E Pike St,0,0,0,Quinn's,(206) 325-7711,98122.0,WA,Seattle,1001 East Pike Street,0,1,0
91236,91236,3061,2091,Eureka Restaurant & Lounge,(415) 431-6000,94114.0,CA,San Francisco,4063 18th St,0,1,0,Poesia,(415) 252-9325,94114.0,CA,San Francisco,4072 18th Street,0,0,0
91705,91705,637,154,The Orbit Room,(773) 588-8540,60618.0,IL,Chicago,2959 N California Ave,0,1,1,The Bad Apple,(773) 360-8406,60618.0,IL,Chicago,4300 N Lincoln Avenue,0,1,1
91708,91708,646,154,The Bad Apple,(773) 360-8406,60618.0,IL,Chicago,4300 N Lincoln Ave,0,1,1,The Bad Apple,(773) 360-8406,60618.0,IL,Chicago,4300 N Lincoln Avenue,0,1,1
91751,91751,667,154,Meatheads,(773) 525-5300,60618.0,IL,Chicago,3304 N Western Ave,0,1,0,The Bad Apple,(773) 360-8406,60618.0,IL,Chicago,4300 N Lincoln Avenue,0,1,1
91883,91883,626,31,Carnivale,(312) 850-5005,60661.0,IL,Chicago,702 W Fulton Market,0,1,1,Carnivale,(312) 850-5005,60661.0,IL,Chicago,702 W Fulton Market,0,1,1
91922,91922,2555,1504,Gary Danko,(415) 749-2060,94109.0,CA,San Francisco,800 N Point St,0,0,0,Gary Danko,(415) 749-2060,94109.0,CA,San Francisco,800 North Point Street,0,0,0
91951,91951,2857,1504,Mymy,(415) 800-7466,94109.0,CA,San Francisco,1500 California St,0,1,1,Gary Danko,(415) 749-2060,94109.0,CA,San Francisco,800 North Point Street,0,0,0
92029,92029,2413,1762,L’ardoise Bistro,(415) 437-2600,94114.0,CA,San Francisco,151 Noe St,0,0,0,La Mediterranee,(415) 431-7210,94114.0,CA,San Francisco,288 Noe Street,1,1,0
92031,92031,2632,1762,Firefly Restaurant,(415) 821-7652,94114.0,CA,San Francisco,4288 24th St,0,0,0,La Mediterranee,(415) 431-7210,94114.0,CA,San Francisco,288 Noe Street,1,1,0
92537,92537,1539,1117,Ninth Street Espresso,(212) 777-3508,10009.0,NY,New York,341 E 10th St,0,1,0,Hearth,(646) 602-1300,10009.0,NY,New York,403 East 12th Street,0,0,0
92538,92538,1541,1117,Cafe Himalaya,(212) 358-0160,10009.0,NY,New York,78 E 1st St,1,1,0,Hearth,(646) 602-1300,10009.0,NY,New York,403 East 12th Street,0,0,0
92814,92814,2952,2026,Cafe Algiers,(415) 512-8681,94105.0,CA,San Francisco,50 Beale St,0,1,1,Cafe La Taza,(415) 392-2030,94105.0,CA,San Francisco,470 Post Street,0,0,0
93041,93041,1596,1323,Balzem,(646) 837-7033,10012.0,NY,New York,202 Mott St,1,1,1,Balzem,(646) 837-7033,10012.0,NY,New York,202 Mott Street,1,1,1
